행정구역,2023년01월_계_총인구수,2023년01월_계_연령구간인구수,2023년01월_계_0~9세,2023년01월_계_10~19세,2023년01월_계_20~29세,2023년01월_계_30~39세,2023년01월_계_40~49세,2023년01월_계_50~59세,2023년01월_계_60~69세,2023년01월_계_70~79세,2023년01월_계_80~89세,2023년01월_계_90~99세,2023년01월_계_100세 이상,2023년01월_남_총인구수,2023년01월_남_연령구간인구수,2023년01월_남_0~9세,2023년01월_남_10~19세,2023년01월_남_20~29세,2023년01월_남_30~39세,2023년01월_남_40~49세,2023년01월_남_50~59세,2023년01월_남_60~69세,2023년01월_남_70~79세,2023년01월_남_80~89세,2023년01월_남_90~99세,2023년01월_남_100세 이상,2023년01월_여_총인구수,2023년01월_여_연령구간인구수,2023년01월_여_0~9세,2023년01월_여_10~19세,2023년01월_여_20~29세,2023년01월_여_30~39세,2023년01월_여_40~49세,2023년01월_여_50~59세,2023년01월_여_60~69세,2023년01월_여_70~79세,2023년01월_여_80~89세,2023년01월_여_90~99세,2023년01월_여_100세 이상
경기도 군포시 대야동(4141061000),"9,512","9,512",573,928,"1,039","1,171","1,474","1,750","1,510",691,320,54,2,"4,762","4,762",286,485,534,615,768,840,771,331,123,9,0,"4,750","4,750",287,443,505,556,706,910,739,360,197,45,2
경기도 군포시 광정동(4141062000),"24,096","24,096","1,397","2,489","3,358","3,084","3,692","4,395","3,149","1,350",990,185,7,"11,728","11,728",711,"1,303","1,696","1,612","1,710","2,222","1,499",597,324,53,1,"12,368","12,368",686,"1,186","1,662","1,472","1,982","2,173","1,650",753,666,132,6
경기도 군포시 송부동(4141063000),"20,664","20,664","2,402","2,130","2,140","3,548","3,855","2,878","2,407",891,355,56,2,"10,200","10,200","1,220","1,080","1,048","1,812","1,962","1,350","1,130",445,139,14,0,"10,464","10,464","1,182","1,050","1,092","1,736","1,893","1,528","1,277",446,216,42,2
경기도 의왕시 (4143000000),"160,067","160,067","11,872","13,773","20,950","22,183","23,406","28,523","24,255","9,602","4,695",789,19,"79,351","79,351","6,075","7,118","11,009","11,338","11,752","13,655","11,886","4,616","1,723",177,2,"80,716","80,716","5,797","6,655","9,941","10,845","11,654","14,868","12,369","4,986","2,972",612,17
경기도 의왕시 고천동(4143051000),"13,589","13,589",845,875,"1,852","2,785","1,608","1,834","2,200","1,030",449,108,3,"6,891","6,891",453,472,944,"1,503",848,901,"1,053",510,182,25,0,"6,698","6,698",392,403,908,"1,282",760,933,"1,147",520,267,83,3
경기도 의왕시 부곡동(4143052000),"27,957","27,957","1,958","2,230","3,622","3,897","4,112","4,855","4,061","1,962","1,112",145,3,"14,122","14,122",998,"1,175","1,966","2,059","2,191","2,416","1,997",876,403,39,2,"13,835","13,835",960,"1,055","1,656","1,838","1,921","2,439","2,064","1,086",709,106,1
경기도 의왕시 오전동(4143053000),"38,663","38,663","2,684","3,725","4,879","4,776","5,837","6,999","6,177","2,411","1,013",159,3,"19,211","19,211","1,331","1,944","2,612","2,419","2,872","3,368","3,039","1,197",398,31,0,"19,452","19,452","1,353","1,781","2,267","2,357","2,965","3,631","3,138","1,214",615,128,3
경기도 의왕시 내손1동(4143054000),"20,360","20,360","1,338","1,826","3,021","2,291","2,852","3,989","3,206","1,115",603,115,4,"9,975","9,975",682,966,"1,561","1,123","1,389","1,880","1,596",531,217,30,0,"10,385","10,385",656,860,"1,460","1,168","1,463","2,109","1,610",584,386,85,4
경기도 의왕시 내손2동(4143055000),"21,924","21,924","2,076","2,028","2,748","3,206","3,368","3,896","2,911","1,026",573,91,1,"10,730","10,730","1,065","1,035","1,424","1,566","1,676","1,829","1,437",475,205,18,0,"11,194","11,194","1,011",993,"1,324","1,640","1,692","2,067","1,474",551,368,73,1
경기도 의왕시 청계동(4143056000),"37,574","37,574","2,971","3,089","4,828","5,228","5,629","6,950","5,700","2,058",945,171,5,"18,422","18,422","1,546","1,526","2,502","2,668","2,776","3,261","2,764","1,027",318,34,0,"19,152","19,152","1,425","1,563","2,326","2,560","2,853","3,689","2,936","1,031",627,137,5
경기도 하남시 (4145000000),"326,496","326,496","31,979","30,521","36,798","52,262","59,994","47,086","40,580","18,980","7,130","1,130",36,"162,937","162,937","16,360","15,448","18,393","26,050","30,949","23,747","19,629","9,425","2,709",222,5,"163,559","163,559","15,619","15,073","18,405","26,212","29,045","23,339","20,951","9,555","4,421",908,31
경기도 하남시 천현동(4145051000),"6,926","6,926",243,388,742,903,873,"1,289","1,504",652,269,62,1,"3,814","3,814",122,192,445,527,547,729,812,330,104,6,0,"3,112","3,112",121,196,297,376,326,560,692,322,165,56,1
경기도 하남시 신장1동(4145052000),"6,706","6,706",273,337,928,"1,143",911,"1,195","1,101",560,224,34,0,"3,495","3,495",139,174,499,689,514,610,537,250,78,5,0,"3,211","3,211",134,163,429,454,397,585,564,310,146,29,0
경기도 하남시 신장2동(4145053000),"46,204","46,204","3,701","3,918","4,749","6,642","7,466","6,905","7,448","3,769","1,416",186,4,"22,845","22,845","1,892","2,006","2,446","3,395","3,845","3,284","3,495","1,865",571,46,0,"23,359","23,359","1,809","1,912","2,303","3,247","3,621","3,621","3,953","1,904",845,140,4
경기도 하남시 덕풍1동(4145054000),"14,863","14,863",793,934,"1,807","2,007","1,980","2,625","2,810","1,327",512,64,4,"7,567","7,567",415,500,"1,013","1,095","1,056","1,269","1,338",645,216,20,0,"7,296","7,296",378,434,794,912,924,"1,356","1,472",682,296,44,4
경기도 하남시 덕풍2동(4145055000),"18,369","18,369",973,994,"2,190","2,742","2,432","3,099","3,525","1,652",667,93,2,"9,251","9,251",499,501,"1,177","1,507","1,323","1,506","1,684",806,235,12,1,"9,118","9,118",474,493,"1,013","1,235","1,109","1,593","1,841",846,432,81,1
경기도 하남시 덕풍3동(4145056000),"25,276","25,276","1,766","2,396","2,955","3,309","4,114","4,240","3,742","1,897",728,127,2,"12,544","12,544",958,"1,233","1,559","1,695","2,064","2,084","1,739",894,298,20,0,"12,732","12,732",808,"1,163","1,396","1,614","2,050","2,156","2,003","1,003",430,107,2
경기도 하남시 풍산동(4145057000),"29,825","29,825","3,956","3,297","2,980","4,555","6,463","4,006","2,876","1,184",420,82,6,"14,714","14,714","1,979","1,652","1,479","2,098","3,328","1,987","1,401",616,156,17,1,"15,111","15,111","1,977","1,645","1,501","2,457","3,135","2,019","1,475",568,264,65,5
경기도 하남시 감북동(4145058000),"2,728","2,728",83,129,304,403,342,552,529,239,127,20,0,"1,516","1,516",46,70,186,243,189,312,295,117,52,6,0,"1,212","1,212",37,59,118,160,153,240,234,122,75,14,0
경기도 하남시 감일동(4145058200),"35,742","35,742","5,812","3,490","3,333","6,749","7,004","4,319","3,060","1,374",494,104,3,"17,812","17,812","2,996","1,772","1,681","3,122","3,620","2,209","1,512",705,174,20,1,"17,930","17,930","2,816","1,718","1,652","3,627","3,384","2,110","1,548",669,320,84,2
경기도 하남시 위례동(4145058500),"32,487","32,487","4,380","3,754","3,411","4,942","6,647","4,831","3,126","1,004",334,54,4,"15,930","15,930","2,181","1,893","1,691","2,221","3,317","2,381","1,593",531,110,10,2,"16,557","16,557","2,199","1,861","1,720","2,721","3,330","2,450","1,533",473,224,44,2
경기도 하남시 춘궁동(4145059000),"3,045","3,045",77,124,320,342,346,600,683,333,196,23,1,"1,751","1,751",41,73,191,201,216,380,390,171,82,6,0,"1,294","1,294",36,51,129,141,130,220,293,162,114,17,1
경기도 하남시 초이동(4145060000),"3,368","3,368",142,158,380,441,414,631,718,299,166,18,1,"1,921","1,921",66,81,220,272,251,394,416,156,59,6,0,"1,447","1,447",76,77,160,169,163,237,302,143,107,12,1
경기도 하남시 미사1동(4145061000),"53,739","53,739","4,467","4,668","8,897","11,829","10,233","6,451","4,301","2,091",675,122,5,"26,571","26,571","2,317","2,290","3,867","6,145","5,285","3,311","2,047","1,031",252,26,0,"27,168","27,168","2,150","2,378","5,030","5,684","4,948","3,140","2,254","1,060",423,96,5
경기도 하남시 미사2동(4145062000),"47,218","47,218","5,313","5,934","3,802","6,255","10,769","6,343","5,157","2,599",902,141,3,"23,206","23,206","2,709","3,011","1,939","2,840","5,394","3,291","2,370","1,308",322,22,0,"24,012","24,012","2,604","2,923","1,863","3,415","5,375","3,052","2,787","1,291",580,119,3
경기도 용인시 (4146000000),"1,074,650","1,074,650","86,763","121,152","134,456","135,236","194,150","177,294","118,524","68,371","33,821","4,738",145,"533,142","533,142","44,368","61,946","70,331","67,549","95,380","89,658","57,573","30,507","14,474","1,325",31,"541,508","541,508","42,395","59,206","64,125","67,687","98,770","87,636","60,951","37,864","19,347","3,413",114
경기도 용인시 처인구 (4146100000),"258,883","258,883","18,177","24,702","33,334","32,192","42,949","44,512","35,927","17,211","8,544","1,303",32,"132,887","132,887","9,372","12,742","18,206","17,309","22,528","22,996","18,227","8,020","3,198",284,5,"125,996","125,996","8,805","11,960","15,128","14,883","20,421","21,516","17,700","9,191","5,346","1,019",27
경기도 용인시 처인구 포곡읍(4146125000),"33,479","33,479","1,904","3,614","4,773","3,709","5,756","6,164","4,309","2,026","1,068",155,1,"17,275","17,275",979,"1,895","2,650","2,081","2,947","3,241","2,192",882,380,28,0,"16,204","16,204",925,"1,719","2,123","1,628","2,809","2,923","2,117","1,144",688,127,1
경기도 용인시 처인구 모현읍(4146125300),"26,723","26,723","1,647","2,399","3,302","2,887","4,425","4,872","4,119","1,996",929,144,3,"13,965","13,965",869,"1,255","1,811","1,538","2,365","2,609","2,158",961,371,28,0,"12,758","12,758",778,"1,144","1,491","1,349","2,060","2,263","1,961","1,035",558,116,3
경기도 용인시 처인구 이동읍(4146125600),"20,546","20,546","1,305","1,764","2,113","2,351","3,219","3,808","3,386","1,571",879,145,5,"10,559","10,559",654,921,"1,187","1,333","1,760","1,981","1,700",701,295,27,0,"9,987","9,987",651,843,926,"1,018","1,459","1,827","1,686",870,584,118,5
경기도 용인시 처인구 남사읍(4146125900),"23,735","23,735","2,827","2,406","1,629","3,641","4,595","3,091","3,067","1,688",688,101,2,"12,004","12,004","1,450","1,188",872,"1,820","2,442","1,587","1,507",853,267,17,1,"11,731","11,731","1,377","1,218",757,"1,821","2,153","1,504","1,560",835,421,84,1
경기도 용인시 처인구 원삼면(4146134000),"7,976","7,976",295,517,670,636,983,"1,519","1,808",963,510,74,1,"4,171","4,171",144,271,402,363,530,820,924,506,194,17,0,"3,805","3,805",151,246,268,273,453,699,884,457,316,57,1
경기도 용인시 처인구 백암면(4146135000),"8,255","8,255",214,427,773,706,948,"1,487","1,952",962,691,93,2,"4,493","4,493",115,241,485,412,597,860,"1,036",477,248,21,1,"3,762","3,762",99,186,288,294,351,627,916,485,443,72,1
경기도 용인시 처인구 양지면(4146136000),"19,565","19,565","1,104","1,842","2,277","2,481","3,073","3,521","3,160","1,281",695,124,7,"10,411","10,411",591,"1,003","1,277","1,444","1,680","1,850","1,657",632,251,25,1,"9,154","9,154",513,839,"1,000","1,037","1,393","1,671","1,503",649,444,99,6
경기도 용인시 처인구 중앙동(4146151000),"25,006","25,006","1,405","2,052","4,275","3,264","3,770","4,266","3,426","1,629",784,131,4,"12,716","12,716",702,"1,049","2,284","1,830","1,981","2,141","1,698",711,289,31,0,"12,290","12,290",703,"1,003","1,991","1,434","1,789","2,125","1,728",918,495,100,4
경기도 용인시 처인구 역북동(4146152500),"31,856","31,856","3,178","3,277","5,249","5,245","5,755","4,264","2,887","1,362",567,71,1,"16,097","16,097","1,641","1,637","2,748","2,694","2,981","2,092","1,438",617,236,12,1,"15,759","15,759","1,537","1,640","2,501","2,551","2,774","2,172","1,449",745,331,59,0
경기도 용인시 처인구 삼가동(4146152600),"12,505","12,505",913,"1,220","1,809","1,565","1,996","2,342","1,523",716,363,58,0,"6,160","6,160",483,619,944,789,953,"1,137",748,329,142,16,0,"6,345","6,345",430,601,865,776,"1,043","1,205",775,387,221,42,0
경기도 용인시 처인구 유림동(4146153000),"36,067","36,067","2,765","4,115","4,750","4,288","6,536","6,595","4,032","1,926",933,125,2,"18,237","18,237","1,418","2,096","2,602","2,199","3,291","3,383","2,016",838,359,35,0,"17,830","17,830","1,347","2,019","2,148","2,089","3,245","3,212","2,016","1,088",574,90,2
경기도 용인시 처인구 동부동(4146154000),"13,170","13,170",620,"1,069","1,714","1,419","1,893","2,583","2,258","1,091",437,82,4,"6,799","6,799",326,567,944,806,"1,001","1,295","1,153",513,166,27,1,"6,371","6,371",294,502,770,613,892,"1,288","1,105",578,271,55,3
경기도 용인시 기흥구 (4146300000),"438,015","438,015","35,565","50,706","55,818","53,800","80,284","72,712","45,918","27,447","13,755","1,940",70,"216,094","216,094","18,221","25,910","29,247","26,729","38,981","36,543","21,904","12,017","5,957",567,18,"221,921","221,921","17,344","24,796","26,571","27,071","41,303","36,169","24,014","15,430","7,798","1,373",52
경기도 용인시 기흥구 신갈동(4146351000),"37,857","37,857","2,965","3,461","4,793","5,772","6,324","6,344","4,382","2,355","1,302",153,6,"18,892","18,892","1,498","1,786","2,435","3,002","3,197","3,208","2,193",999,526,46,2,"18,965","18,965","1,467","1,675","2,358","2,770","3,127","3,136","2,189","1,356",776,107,4
경기도 용인시 기흥구 영덕1동(4146351600),"30,187","30,187","2,729","3,656","3,705","4,090","5,691","5,388","2,994","1,280",549,98,7,"14,998","14,998","1,401","1,895","1,939","2,068","2,781","2,689","1,435",575,196,16,3,"15,189","15,189","1,328","1,761","1,766","2,022","2,910","2,699","1,559",705,353,82,4
경기도 용인시 기흥구 영덕2동(4146351700),"17,422","17,422","1,739","1,205","2,207","3,029","2,805","2,824","1,979",818,629,182,5,"8,601","8,601",879,601,"1,203","1,525","1,425","1,337",951,386,227,66,1,"8,821","8,821",860,604,"1,004","1,504","1,380","1,487","1,028",432,402,116,4
경기도 용인시 기흥구 구갈동(4146352000),"41,346","41,346","3,713","3,353","6,339","6,980","7,131","6,819","4,065","1,978",835,129,4,"20,731","20,731","1,908","1,750","3,175","3,494","3,677","3,424","2,015",910,351,26,1,"20,615","20,615","1,805","1,603","3,164","3,486","3,454","3,395","2,050","1,068",484,103,3
경기도 용인시 기흥구 상갈동(4146353000),"13,153","13,153",811,"1,159","1,889","1,917","2,124","2,367","1,452",897,495,41,1,"6,832","6,832",439,579,"1,058","1,036","1,111","1,267",723,392,220,7,0,"6,321","6,321",372,580,831,881,"1,013","1,100",729,505,275,34,1
경기도 용인시 기흥구 보라동(4146353500),"32,963","32,963","2,435","4,268","3,965","3,359","6,103","5,652","3,642","2,300","1,097",134,8,"16,246","16,246","1,248","2,168","2,065","1,633","2,975","2,837","1,762","1,031",479,46,2,"16,717","16,717","1,187","2,100","1,900","1,726","3,128","2,815","1,880","1,269",618,88,6
경기도 용인시 기흥구 기흥동(4146354000),"21,478","21,478","1,524","2,116","2,533","2,663","3,741","3,561","2,937","1,575",735,91,2,"10,665","10,665",764,"1,083","1,376","1,401","1,847","1,745","1,404",699,324,21,1,"10,813","10,813",760,"1,033","1,157","1,262","1,894","1,816","1,533",876,411,70,1
경기도 용인시 기흥구 서농동(4146355000),"26,064","26,064","2,610","2,771","5,122","3,998","4,681","3,324","2,203",922,380,53,0,"13,421","13,421","1,318","1,361","3,014","2,073","2,388","1,628","1,066",412,145,16,0,"12,643","12,643","1,292","1,410","2,108","1,925","2,293","1,696","1,137",510,235,37,0
경기도 용인시 기흥구 구성동(4146356000),"39,893","39,893","2,799","4,842","4,351","3,965","7,280","6,654","4,672","3,389","1,680",252,9,"19,237","19,237","1,440","2,487","2,273","1,967","3,423","3,314","2,078","1,415",784,55,1,"20,656","20,656","1,359","2,355","2,078","1,998","3,857","3,340","2,594","1,974",896,197,8
경기도 용인시 기흥구 마북동(4146357000),"31,670","31,670","2,192","3,049","3,968","3,667","5,140","5,361","3,865","2,800","1,426",193,9,"15,455","15,455","1,127","1,564","2,081","1,846","2,450","2,588","1,810","1,239",677,69,4,"16,215","16,215","1,065","1,485","1,887","1,821","2,690","2,773","2,055","1,561",749,124,5
경기도 용인시 기흥구 동백1동(4146357200),"32,403","32,403","2,717","5,563","3,694","2,787","7,298","5,450","2,438","1,580",778,96,2,"15,517","15,517","1,321","2,814","1,858","1,253","3,377","2,845","1,111",617,294,27,0,"16,886","16,886","1,396","2,749","1,836","1,534","3,921","2,605","1,327",963,484,69,2
경기도 용인시 기흥구 동백2동(4146357500),"27,084","27,084","2,077","4,588","3,412","2,113","5,694","4,859","2,264","1,357",640,76,4,"13,316","13,316","1,062","2,375","1,754",957,"2,592","2,586","1,086",583,297,22,2,"13,768","13,768","1,015","2,213","1,658","1,156","3,102","2,273","1,178",774,343,54,2
경기도 용인시 기흥구 동백3동(4146357700),"26,872","26,872","2,962","3,551","2,553","3,351","5,605","3,544","2,295","1,843","1,036",130,2,"13,041","13,041","1,551","1,800","1,257","1,563","2,709","1,791","1,047",796,473,53,1,"13,831","13,831","1,411","1,751","1,296","1,788","2,896","1,753","1,248","1,047",563,77,1
경기도 용인시 기흥구 상하동(4146358600),"23,984","23,984","1,531","2,618","3,196","2,535","3,843","4,661","3,068","1,591",810,124,7,"11,649","11,649",828,"1,336","1,669","1,216","1,843","2,247","1,474",699,309,28,0,"12,335","12,335",703,"1,282","1,527","1,319","2,000","2,414","1,594",892,501,96,7
경기도 용인시 기흥구 보정동(4146359000),"35,639","35,639","2,761","4,506","4,091","3,574","6,824","5,904","3,662","2,762","1,363",188,4,"17,493","17,493","1,437","2,311","2,090","1,695","3,186","3,037","1,749","1,264",655,69,0,"18,146","18,146","1,324","2,195","2,001","1,879","3,638","2,867","1,913","1,498",708,119,4
경기도 용인시 수지구 (4146500000),"377,752","377,752","33,021","45,744","45,304","49,244","70,917","60,070","36,679","23,713","11,522","1,495",43,"184,161","184,161","16,775","23,294","22,878","23,511","33,871","30,119","17,442","10,470","5,319",474,8,"193,591","193,591","16,246","22,450","22,426","25,733","37,046","29,951","19,237","13,243","6,203","1,021",35
경기도 용인시 수지구 풍덕천1동(4146551000),"35,707","35,707","2,435","3,432","4,910","6,247","5,617","5,542","3,930","2,243","1,186",156,9,"17,843","17,843","1,256","1,793","2,561","3,357","2,749","2,765","1,855",973,482,51,1,"17,864","17,864","1,179","1,639","2,349","2,890","2,868","2,777","2,075","1,270",704,105,8
경기도 용인시 수지구 풍덕천2동(4146552000),"41,491","41,491","4,149","5,790","4,802","5,892","8,848","6,298","2,785","1,697","1,093",136,1,"20,360","20,360","2,085","2,961","2,390","2,804","4,285","3,275","1,399",686,432,42,1,"21,131","21,131","2,064","2,829","2,412","3,088","4,563","3,023","1,386","1,011",661,94,0
경기도 용인시 수지구 신봉동(4146553000),"40,936","40,936","3,532","5,520","4,303","4,579","8,062","6,756","3,833","2,815","1,356",179,1,"19,785","19,785","1,766","2,797","2,188","2,147","3,716","3,398","1,831","1,216",665,61,0,"21,151","21,151","1,766","2,723","2,115","2,432","4,346","3,358","2,002","1,599",691,118,1
경기도 용인시 수지구 죽전1동(4146554000),"28,668","28,668","2,088","3,499","3,702","3,108","5,147","4,909","3,114","1,892","1,081",123,5,"13,875","13,875","1,025","1,801","1,882","1,481","2,423","2,386","1,524",810,502,41,0,"14,793","14,793","1,063","1,698","1,820","1,627","2,724","2,523","1,590","1,082",579,82,5
경기도 용인시 수지구 죽전2동(4146555000),"18,203","18,203","1,358","1,472","2,686","3,140","2,888","2,974","1,939","1,088",565,89,4,"9,068","9,068",713,751,"1,412","1,591","1,428","1,454",941,510,233,35,0,"9,135","9,135",645,721,"1,274","1,549","1,460","1,520",998,578,332,54,4
경기도 용인시 수지구 죽전3동(4146555500),"26,657","26,657","2,028","3,211","3,969","3,327","4,793","4,326","2,609","1,526",768,96,4,"12,890","12,890","1,029","1,638","1,994","1,580","2,298","2,147","1,199",661,310,33,1,"13,767","13,767",999,"1,573","1,975","1,747","2,495","2,179","1,410",865,458,63,3
